priority,customer_id,churn_probability
219,5579,0.9999999702180611
220,26277,0.9999999699877358
221,37044,0.9999999699391819
222,27031,0.9999999699391819
223,8992,0.9999999699391819
224,33204,0.9999999699391819
225,13684,0.9999999699391819
226,38506,0.9999999698877324
227,15992,0.9999999695265462
228,15744,0.9999999690207392
229,37633,0.9999999688743876
230,21290,0.9999999688318543
231,34347,0.9999999688318543
232,20936,0.9999999688318543
233,1299,0.9999999688318543
234,35169,0.9999999688318543
235,62860,0.9999999686994628
236,5207,0.9999999686994628
237,7878,0.9999999686994628
238,26131,0.9999999681270427
239,38859,0.9999999678900461
240,57943,0.9999999673824724
241,5525,0.999999967097517
242,63602,0.9999999668789707
243,47126,0.9999999668789707
244,62738,0.9999999668789707
245,58909,0.9999999662423085
246,37505,0.9999999662388928
247,61448,0.9999999660293606
248,45968,0.9999999660293606
249,60512,0.9999999660293606
250,36369,0.9999999658769743
251,18898,0.9999999657043767
252,18842,0.9999999655901696
253,35318,0.9999999655901696
254,1364,0.9999999655901696
255,8832,0.9999999655901696
256,46743,0.9999999655353092
257,11930,0.9999999655330095
258,21286,0.9999999655330095
259,4603,0.9999999655330095
260,49891,0.9999999655271882
261,46244,0.9999999655271882
262,1827,0.9999999655271882
263,51155,0.9999999653853958
264,56704,0.9999999653853958
265,13915,0.9999999652281159
266,7802,0.9999999651751547
267,9912,0.9999999650785204
268,4851,0.9999999650593573
269,28239,0.9999999650593573
270,58351,0.9999999649972936
271,35777,0.9999999649972936
272,2785,0.9999999649972936
273,8725,0.9999999649972936
274,42049,0.9999999649412005
275,31159,0.9999999649412005
276,11551,0.9999999647709031
277,51130,0.999999964764171
278,26955,0.9999999647634717
279,43804,0.9999999647634717
280,42412,0.9999999640856367
281,63485,0.9999999636859347
282,14850,0.999999963602415
283,38446,0.9999999634876791
284,17848,0.999999963348476
285,25594,0.999999963348476
286,16896,0.999999963348476
287,30769,0.999999963348476
288,18001,0.999999963348476
289,47247,0.999999963348476
290,24484,0.999999963221895
291,22040,0.999999963221895
292,25557,0.999999963221895
293,36107,0.999999963221895
294,45597,0.999999963221895
295,3939,0.999999963221895
296,31695,0.999999963221895
297,11255,0.999999963221895
298,4061,0.999999963221895
299,38672,0.999999963221895
300,40362,0.999999963221895
301,15899,0.999999963221895
302,54763,0.9999999626751671
303,15310,0.9999999626289205
304,52779,0.9999999625194501
305,40426,0.9999999624373647
306,26662,0.9999999623465917
307,38161,0.9999999621638703
308,30039,0.99999996211239
309,18445,0.9999999620980614
310,29431,0.9999999618432612
311,48792,0.9999999616338683
312,9251,0.9999999615394247
313,1771,0.9999999612745782
314,39454,0.9999999612369403
315,25100,0.9999999612369403
316,26475,0.9999999612369403
317,43564,0.9999999610925303
318,7689,0.9999999610925303
319,34686,0.9999999610925303
320,31507,0.9999999610925303
321,33424,0.9999999610925303
322,39372,0.9999999610925303
323,44946,0.9999999610570587
324,57558,0.9999999608339165
325,2066,0.9999999608017813
326,42324,0.9999999608017813
327,63551,0.9999999608007402
328,52951,0.9999999608007402
329,54732,0.9999999608007402
330,8857,0.9999999606695706
331,40238,0.9999999606695706
332,19704,0.999999960572747
333,7157,0.9999999605724363
334,460,0.9999999605724363
335,17576,0.9999999605724363
336,22807,0.9999999605724363
337,27264,0.9999999601387244
338,14754,0.9999999600809597
339,26719,0.9999999599948526
340,24487,0.9999999599304792
341,5533,0.9999999599304792
342,35214,0.9999999599304792
343,7130,0.999999959871729
344,31549,0.999999959871729
345,54350,0.999999959871729
346,36767,0.999999959871729
347,45695,0.999999959871729
348,49698,0.9999999597072758
349,15055,0.9999999596539667
350,10168,0.9999999594627796
351,37209,0.9999999594392098
352,2558,0.9999999592966334
353,30707,0.9999999592966334
354,29586,0.9999999592966334
355,16376,0.9999999592419214
356,58260,0.9999999591893313
357,16047,0.9999999590695324
358,8485,0.9999999589505532
359,11794,0.9999999587377312
360,14253,0.9999999587377312
361,49107,0.999999958539813
362,11210,0.9999999582596419
363,42167,0.9999999581121668
364,11309,0.9999999580883172
365,26551,0.9999999580883172
366,39606,0.9999999580883172
367,2300,0.9999999579826175
368,4009,0.9999999573828637
369,24686,0.9999999573813727
370,21027,0.9999999573813727
371,4948,0.9999999571577977
372,2781,0.9999999569967811
373,41462,0.9999999569967811
374,35975,0.9999999569967811
375,28115,0.9999999569967811
376,15486,0.9999999565107612
377,4905,0.9999999565100414
378,29031,0.9999999564561192
379,43244,0.999999956324943
380,15298,0.999999956324943
381,9478,0.9999999563056047
382,14034,0.9999999561576828
383,16,0.9999999561576828
384,54297,0.9999999561094343
385,46486,0.9999999561094343
386,36819,0.9999999560995451
387,29795,0.9999999560995451
388,42607,0.9999999560995451
389,6985,0.9999999560995451
390,22016,0.9999999560995451
391,32469,0.9999999560995451
392,18246,0.9999999560995451
393,25690,0.9999999560995451
394,3492,0.9999999560995451
395,32874,0.9999999560995451
396,10469,0.9999999560995451
397,24729,0.9999999560995451
398,26374,0.9999999560995451
399,31446,0.9999999557309218
400,27990,0.9999999557309218
401,18622,0.9999999552001921
402,54539,0.9999999549848193
403,4553,0.9999999548035856
404,1273,0.9999999548035856
405,19585,0.9999999547130531
406,7536,0.9999999546974976
407,1989,0.9999999546407298
408,17204,0.9999999538474013
409,36757,0.9999999538474013
410,33692,0.9999999538474013
411,19627,0.9999999538474013
412,27504,0.9999999538474013
413,8792,0.9999999538474013
414,404,0.9999999535218388
415,20944,0.9999999535218388
416,32369,0.9999999535010452
417,18797,0.9999999535010452
418,56413,0.9999999534231241
419,12909,0.9999999532983017
420,39423,0.9999999532983017
421,64211,0.9999999529197625
422,43619,0.9999999529197625
423,64124,0.9999999528340191
424,19141,0.9999999527430268
425,12327,0.9999999527430268
426,26836,0.9999999527430268
427,32758,0.9999999527430268
428,3588,0.9999999527430268
429,23853,0.9999999527430268
430,42095,0.9999999527430268
431,29634,0.9999999520165123
432,16398,0.9999999520165123
433,24140,0.9999999518618808
434,39019,0.9999999513563399
435,50060,0.999999951298186
436,21978,0.9999999512166672
437,56620,0.9999999511479326
438,12103,0.9999999511447918
439,22415,0.9999999511055346
440,54911,0.9999999510417368
441,5049,0.9999999508374857
442,42739,0.9999999507943282
443,31261,0.9999999506480186
444,40930,0.9999999506480186
445,40938,0.9999999506480186
446,36995,0.9999999506480186
447,13423,0.9999999506480186
448,60098,0.9999999505086359
449,26033,0.9999999503084143
450,19744,0.9999999495919197
451,39612,0.9999999495683346
452,34409,0.9999999495683346
453,58650,0.999999949460952
454,53170,0.999999949460952
455,28932,0.9999999486470743
456,1088,0.9999999482220159
457,12982,0.9999999478886887
458,3992,0.9999999478886887
459,36127,0.9999999478886887
460,120,0.9999999478886887
461,43841,0.9999999478886887
462,26387,0.9999999478886887
463,43665,0.9999999478886887
464,4537,0.9999999478886887
465,31005,0.9999999478838544
466,24114,0.9999999478838544
467,34080,0.9999999478838544
468,7001,0.9999999478838544
469,41421,0.9999999478838544
470,18337,0.999999947626289
471,12277,0.9999999474014686
472,34699,0.9999999471419377
473,36233,0.9999999471165112
474,34607,0.9999999470417317
475,63772,0.9999999470317914
476,5415,0.99999994683859
477,35419,0.9999999468286115
478,26308,0.9999999467972424
479,59410,0.9999999466669323
480,34121,0.9999999462801941
481,11111,0.9999999462118816
482,14839,0.9999999462118816
483,46763,0.99999994589554
484,57502,0.9999999458819624
485,45451,0.9999999456978589
486,22057,0.9999999453552063
487,21585,0.9999999453552063
488,27734,0.9999999452080542
489,23520,0.9999999452080542
490,48391,0.9999999449942872
491,29545,0.9999999449745814
492,30702,0.9999999449709641
493,3494,0.9999999449709641
494,31852,0.9999999449709641
495,39984,0.9999999449709641
496,27304,0.9999999449709641
497,52976,0.9999999442589389
498,20243,0.9999999441314773
499,5664,0.9999999441314773
500,357,0.9999999439416403
